"idade_posse","valor_total_declarado","nome_completo","municipio","partido","uf_nascimento","genero","grau_instrucao","estado_civil","declar_racial","reeleicao","declar_bens","situacao"
68,1770,"NAIR DE SOUSA SANTOS","JACAREACANGA","MDB","PA","FEMININO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
62,2695,"WILSON CÃMARA FRAZÃO FILHO","BREVES","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
40,320,"OZENILDO ONOFIO DE MEDEIROS","TAILÂNDIA","PSB","RS","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
60,1026.35,"ZAQUEU DAMASCENO LANOA","PEIXE-BOI","PV","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,400,"PEDRO OLIVEIRA DE SOUZA","SALINÓPOLIS","PL","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
71,150,"FRANCISCO SOARES DE SOUSA","ALENQUER","PSC","CE","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
51,6563,"ANTONIO CALIXTO BEZERRA","GOIANÉSIA DO PARÁ","PSC","CE","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,3060.1,"JOSE NAZARENO DOS SANTOS FERREIRA","ITAITUBA","PL","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
63,1000,"MIGUEL FERREIRA DOS SANTOS","BELÉM","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
64,8200,"REGINA DE NAZARÉ OLIVEIRA DE SENA","ANANINDEUA","PROS","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","N","NÃO ELEITO"
65,100,"PEDRO MARTINHO CORDEIRO","SANTA BÁRBARA DO PARÁ","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
59,1500,"ROBERTO LOPES DE SOUZA","MARAPANIM","PDT","PA","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
63,19890,"AUGUSTO CESAR VIANA SOARES","ANANINDEUA","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","BRANCA","N","S","NÃO ELEITO"
61,594.27,"RAIMUNDO ABDIAS DE JESUS QUEIROZ","VISEU","PT","MA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
66,1600,"JOAO BATISTA SOARES","ITAITUBA","PSL","PA","MASCULINO","LÊ E ESCREVE","DIVORCIADO(A)","BRANCA","N","S","NÃO ELEITO"
70,7309.65,"DILO RIBEIRO DA POSSA","BARCARENA","PV","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,537.27,"VICENTE DE PAULA GONÇALVES NOGUEIRA","CAPANEMA","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
63,4000,"RAIMUNDO CIRILO DA SILVA MOTTA","ANANINDEUA","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
63,160,"UMBELINO VILHENA MARTINS JUNIOR","BELÉM","PRTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
60,4150,"ONANIAS OLIVEIRA DOS SANTOS","JURUTI","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
63,3014.9,"ANTONIO SACRAMENTO PANTOJA","CACHOEIRA DO PIRIÁ","SOLIDARIEDADE","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
62,23496.2,"HENRIQUE LUIZ SARUBBY NASSAR","BELÉM","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
65,1000,"RAIMUNDO SANTANA FERREIRA","ALENQUER","PV","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,1605.5,"ELIAS FREIRE SANTOS","JACAREACANGA","MDB","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
61,660,"EVONILDES FONSECA FIGUEIRA","SANTARÉM","PV","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,825.75,"MARIA OZEIDE DE SOUSA BORGES","ALENQUER","PODE","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
67,594,"AURÉLIO CASTRO","ALENQUER","PT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
59,1300,"CARLOS AUGUSTO SARRAZIN VIEIRA","ÓBIDOS","PSD","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,56.05,"PEDRO LOBATO CARDOSO","BREVES","PP","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
62,80,"OLIAM MACIEL DIAS","SÃO DOMINGOS DO CAPIM","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
62,695,"JOSÉ CONCEIÇÃO DOS REIS FARIAS","IRITUIA","DEM","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
53,30000,"JOSE AGNALDO DE JESUS","BELÉM","PROS","SE","MASCULINO","ENSINO MÉDIO INCOMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
67,3359,"DOMINGOS MANOEL DE SOUSA AGUIAR","SANTARÉM","DEM","CE","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
61,1870,"MARIO ERNESTO SASSIM RODRIGUES","BELÉM","PSC","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,85.45,"ENI ALVES DE OLIVEIRA","URUARÁ","MDB","PR","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","N","NÃO ELEITO"
64,65110.6,"AMAURY DE SOUSA FILHO","BELÉM","PT","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","S","S","ELEITO"
63,1565,"MARIA ZILDA FERREIRA DE SOUZA","NOVA ESPERANÇA DO PIRIÁ","PL","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
62,37.5,"FRANCISCO PEREIRA DAS CHAGAS","MÃE DO RIO","PODE","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
62,800,"NILTON SANTOS FREITAS TEIXEIRA","MUANÁ","PROS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
66,350,"IRIS MARIA ROCHA NUNES","SANTA LUZIA DO PARÁ","PL","CE","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
62,594.27,"JOSE MERCEDES DE MELO","CASTANHAL","PT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,60,"AURÉLIO MUNIZ SILVA","BOM JESUS DO TOCANTINS","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
70,200,"ISABEL IGREJA ALVES","CAMETÁ","PROS","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
62,5749.9,"EDIVALDO VIEIRA RAMOS","BAIÃO","PODE","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)","BRANCA","S","S","ELEITO"
64,1244.27,"MARINALDO WULCAO MOREIRA","ACARÁ","PT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
61,2500,"JOSE GOMES MELO","BELÉM","PROS","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
61,1420.55,"MARIA AUREA MORAES BONFIM","ITAITUBA","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
62,2500,"MARIA ARACELES BARBOSA DE LIMA","VITÓRIA DO XINGU","PC do B","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
66,1200,"RAIMUNDO ROLDAO DA SILVA","CURIONÓPOLIS","DEM","MA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
72,1000,"ORIVALDO RIBEIRO DA SILVA","TRACUATEUA","DEM","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
62,300,"VERA LUCIA DA SILVA GONÇALVES DE OLIVEIRA","SÃO CAETANO DE ODIVELAS","PATRIOTA","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
64,2100,"EDINAIR DOS SANTOS MONTEIRO","SÃO CAETANO DE ODIVELAS","PSD","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
67,6852.25,"JOAO DA SILVA TORRES","PORTO DE MOZ","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
61,2556.21,"MARIA DA CONCEIÇÃO DE SOUSA MOREIRA","BARCARENA","PV","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
61,1040.25,"JOÃO BOSCO GOMES","AURORA DO PARÁ","MDB","CE","MASCULINO","LÊ E ESCREVE","DIVORCIADO(A)","PARDA","S","S","NÃO ELEITO"
64,6648.15,"AGENOR POÇA DO ESPIRITO SANTO","BARCARENA","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
68,11300,"ELIAS PAES BARRETO","ANANINDEUA","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
35,1949,"THIAGO ARAUJO MACHADO","BELÉM","REPUBLICANOS","RJ","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
60,2913.17,"WALDEMIR OLIVEIRA DA COSTA","IRITUIA","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","N","ELEITO"
69,200,"ALCIMAR BARBOSA DE OLIVEIRA","TERRA ALTA","MDB","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,36717.4,"FRANCISCO ANTONIO GUIMARÃES DE ALMEIDA","BELÉM","PSOL","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
66,5600,"JOSÉ MARIA MACHADO MARQUES","BELÉM","PODE","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
63,13000,"FRANCISCO DE ASSIS ALVES DE CASTRO","BELÉM","CIDADANIA","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
60,200,"RAIMUNDO NONATO PEREIRA","MUANÁ","PSB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
60,460,"PAULO GUILHERME SANTOS CASTELO BRANCO","SALINÓPOLIS","PSC","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,400,"CELSO ROBERTO DE MIRANDA RIBEIRO","ANANINDEUA","PC do B","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
34,1700,"MARCELL SILVA GINELI","ULIANÓPOLIS","PSC","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
65,1000,"MANOEL PEREIRA DA SILVA","URUARÁ","DEM","AL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
56,1550,"ADELIA DA SILVA LOPES","ANANINDEUA","PDT","MA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
63,3513.3,"CACILDES FERREIRA FRANÇA","TUCURUÍ","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
60,1690,"JORGE PEIXOTO RAMOS","SOURE","PTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","S","S","ELEITO"
57,160,"MARIA DO SOCORRO FERREIRA LEAL DA SILVA","SOURE","PSDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
57,570,"CARLOS EDUARDO DA SILVA BARBOSA","SOURE","PTB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
30,2898.6,"JOSIANE  ARAÚJO DE FREITAS","ALTAMIRA","PT","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
65,533.15,"FRANCISCO LÁZARO CALDEIRA BOTELHO","CURUÇÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
65,850,"WILSON CARLOS ARAÚJO","BOM JESUS DO TOCANTINS","PC do B","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
63,1250,"ANTONIO GONÇALVES BORGES","CURRALINHO","PODE","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
62,1000,"SANDRA MARIA DUARTE DO AMARAL","MOJU","PSC","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
66,18920,"PAULO ALBERTO SANTOS DE QUEIROZ","BELÉM","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
53,2000,"VALTEIRES MACIEL LEITE","ELDORADO DOS CARAJÁS","PTB","TO","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
61,2000,"WALTER ROCHA LEAL JUNIOR","BENEVIDES","MDB","PA","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
64,300,"MARIA DINIZ E SILVA","ANANINDEUA","PODE","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
63,9400,"FRANCISCO DE ASSIS DA CUNHA","ALTAMIRA","PSB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
58,1009.9,"RAIMUNDO PAULO FARIAS CASTELO BRANCO","COLARES","REPUBLICANOS","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,3000,"PAULO SERGIO FERREIRA","VIGIA","PDT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
25,300,"MARCOS BENEDITO DIAS","OURÉM","PSB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
62,2000,"RAIMUNDA IRACY BENTES LOPES","ALMEIRIM","PL","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
61,360,"ANGELO AUGUSTO CARVALHO DE SOUSA","SOURE","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
59,1070,"JORGE LUIZ DE LIMA ABDON","SOURE","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
60,1094.27,"JOSE AURELIO DOS SANTOS CARVALHO","ITAITUBA","PT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,12330.25,"MILTON NILO PELOSO DA SILVA","SANTARÉM","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
64,1050,"ALBERTINA DA CONCEIÇÃO VELOSO","JACAREACANGA","PSDB","MA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
59,2990,"JOÃO FRANCISCO VIEIRA","ITAITUBA","PP","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","N","NÃO ELEITO"
60,1491.5,"ALDENOR SALES COUTINHO","MONTE ALEGRE","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
61,3929.3,"AURÉLIO FERNANDES DA SILVA","ITAITUBA","PSB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
59,500,"IVAN DA SILVA FARIAS","PRAINHA","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,4956.42,"JOÃO MANOEL LIBERAL SOUSA","SANTARÉM","PL","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
64,950,"EZEQUIEL MACIEL RIBEIRO","ALENQUER","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
65,500,"CARLOS ROBERTO LOPES SOARES","ALENQUER","PC do B","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
67,2000,"SEBASTIAO BAIA SANTANA","AFUÁ","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
37,850,"MARCOS ANTONIO DA SILVA","BRASIL NOVO","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
60,1014.61,"FRANCISCO CARLOS DA SILVA","SENADOR JOSÉ PORFÍRIO","PSC","CE","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
57,13666.66,"IBERÊ GOMES MIRANDA","BARCARENA","PL","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,6200,"IRENE JARDIM LOPES SERRA","BELÉM","SOLIDARIEDADE","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,300,"RAIMUNDA MARIA RODRIGUES DE ALENCAR","TERRA ALTA","MDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
60,1800,"DAMIAO ALVES DE PAULA","IRITUIA","PP","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
60,500,"NIVALDO ROBERTO BRITO SOARES","VISEU","PTB","PA","MASCULINO","LÊ E ESCREVE","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,860,"VALDIR DA SILVA","MEDICILÂNDIA","PSDB","RS","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
61,3000,"RAIMUNDO WALDER BRITO BECHARA","TUCURUÍ","PTB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
67,594.27,"JOSE SILVA FORO","MARITUBA","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
30,4664.8,"JACKSON VIEIRA DOS SANTOS SILVA","ELDORADO DOS CARAJÁS","PSD","TO","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PRETA","N","S","ELEITO"
59,2200,"PAULO DE DEUS NUNES DOS SANTOS","ACARÁ","PSC","PA","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","PARDA","N","S","NÃO ELEITO"
60,571.43,"JOSÉ RODRIGUES DE SOUSA SOBRINHO","JACUNDÁ","PC do B","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
64,594.27,"JOSÉ ARLINDO CORREA DE MELO E SILVA","ANANINDEUA","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
59,264.35,"AIRTON CEZAR MAIA CARDOSO","TAILÂNDIA","PL","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
62,1486,"RAIMUNDO NONATO BULCÃO DO NASCIMENTO","BENEVIDES","REPUBLICANOS","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,3841.8,"LUCIA MARIA DOS SANTOS BRAGA","MONTE ALEGRE","PL","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","S","S","NÃO ELEITO"
61,45796.66,"JOSÉ WILSON COSTA ARAÚJO","BELÉM","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","S","S","ELEITO"
69,4439.8,"JOSE ODIR MACEDO SANTOS","BELÉM","PC do B","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
51,1110.45,"HEBER PANTOJA DE SOUZA","MÃE DO RIO","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
70,1550,"CIRILO MARTINS DE SOUSA","SANTANA DO ARAGUAIA","MDB","PI","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
62,500,"LEVI ANTÔNIO CAVALCANTE DE CARVALHO","BELÉM","PATRIOTA","PA","MASCULINO","ENSINO MÉDIO COMPLETO","VIÚVO(A)","PARDA","N","N","NÃO ELEITO"
58,983,"MARCIA SOARES DE OLIVEIRA","BENEVIDES","PT","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
31,7300,"RONAN DE JESUS DA CONCEIÇÃO","BELÉM","PSC","RJ","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
62,520,"RAIMUNDO DA COSTA MACHADO","TERRA SANTA","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","N","NÃO ELEITO"
59,600,"MARIO ALBERTO BATISTA COSTA","SANTARÉM","PSB","AM","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,849.9,"GILBERTO RAULINO COSTA","ABAETETUBA","REPUBLICANOS","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","ELEITO"
60,1000,"FRANCISCO VIEIRA DE SOUSA","BELTERRA","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
59,135,"NATALINO DOS SANTOS BANDEIRA","ORIXIMINÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
60,3000,"CELIVALDO MARIO DE ALMEIDA GUERREIRO","FARO","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
60,1850,"RUI ROLIM HERCULANO DA SILVA","SALVATERRA","CIDADANIA","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","S","S","ELEITO"
63,45,"FRANCISCO EDEMIR PEREIRA LOPES","BREVES","PP","PA","MASCULINO","LÊ E ESCREVE","CASADO(A)","PARDA","N","S","NÃO ELEITO"
61,10090.85,"JAUREZ ROMUALDO DA SILVA","CASTANHAL","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
63,1600,"MANOEL BRASILINO DA FONSECA","PARAGOMINAS","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SEM INFORMAÇÃO","N","S","ELEITO"
58,8833.01,"MANOEL ALVIM BATISTA DA SILVA","CAMETÁ","PSC","PA","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","BRANCA","N","S","ELEITO"
61,2700,"WALDEMIR AUGUSTO DA SILVA MACIEL","SOURE","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
64,18605,"ANA CELIA ALEIXO DE SOUZA","MARITUBA","PTB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","N","NÃO ELEITO"
61,2300,"MARIA ALICE MARTINS TAVARES","PONTA DE PEDRAS","MDB","PA","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","PARDA","S","S","ELEITO"
70,8000,"RAIMUNDA CASTRO GRANDE","PONTA DE PEDRAS","PSDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
60,400,"ROSA MARIA DOS SANTOS GOMES","COLARES","PSC","AP","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","BRANCA","N","S","NÃO ELEITO"
61,10000,"IVONALDO RIBEIRO ALVES DE OLIVEIRA","BELÉM","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
61,6068.95,"ADEMIR SOUZA DA SILVA","BARCARENA","PL","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
